rx,ry,B_x,B_y,B_z
-0.451722759,-0.524,12.04,-9.75,3.05
-0.216821724,-0.144544483,25.88,-11.48,2.99
-0.325237586,-0.397514828,12.76,-10.35,3.49
-0.126475172,-0.361376207,17.51,-5.63,4.65
-0.216821724,-0.252960345,21.28,-9.57,4.28
-0.289098966,-0.325237586,15.43,-10.71,3.97
-0.234891034,-0.126475172,25.66,-12.82,2.75
-0.126475172,-0.01805931,34.03,-8.88,0.57
-0.469792069,0.00001,12.54,-15.13,-0.34
-0.361376207,-0.090336552,17.4,-15.89,0.72
-0.325237586,-0.451722759,11.79,-10.17,3.29
-0.108405862,-0.524,12.79,-4.64,4.18
-0.469792069,-0.343306897,10.52,-12.04,2.63
0.00001,-0.524,12.72,-1.81,4.14
-0.198752414,-0.307168276,18.82,-8.12,4.75
-0.234891034,-0.50593069,11.89,-7.51,4.3
-0.343306897,-0.216821724,16.42,-14.04,3.15
-0.271029655,-0.361376207,14.28,-10.56,4.19
-0.198752414,-0.180683103,23.94,-11.03,3.78
-0.343306897,-0.144544483,18.72,-15.17,2.19
-0.072267241,-0.289098966,22.58,-4.28,4.62
0.00001,-0.271029655,23.43,-0.23,4.68
-0.415584138,-0.090336552,14.9,-15.25,1.13
-0.50593069,-0.144544483,10.49,-15.25,1.06
-0.036128621,-0.361376207,17.68,-2.7,4.65
-0.126475172,-0.325237586,19.64,-5.17,4.8
-0.054197931,-0.451722759,14.33,-2.74,4.64
-0.234891034,-0.216821724,21.78,-10.77,3.84
-0.343306897,-0.271029655,14.9,-12.78,3.25
0.00001,-0.108405862,31.66,-0.34,2.89
-0.271029655,-0.379445517,14.62,-8.84,3.85
-0.524,-0.054197931,10.16,-15.13,0.56
-0.144544483,-0.198752414,25.95,-8.53,3.57
-0.180683103,-0.144544483,27.2,-10.38,3.08
-0.487861379,-0.325237586,11.32,-12.98,2.32
-0.072267241,-0.307168276,20.68,-3.94,4.7
-0.108405862,-0.054197931,33.58,-6.79,1.82
-0.325237586,-0.072267241,21.63,-15.19,0.97
-0.072267241,-0.108405862,31.53,-5.18,2.4
-0.090336552,-0.433653448,15.61,-3.75,4.46
-0.126475172,-0.433653448,14.25,-4.7,4.52
-0.252960345,-0.451722759,12.21,-7.78,3.96
-0.108405862,-0.01805931,33.77,-7.28,0.72
-0.307168276,-0.234891034,18.68,-12.37,2.79
-0.180683103,-0.451722759,13.33,-6.85,4.2
-0.162613793,-0.415584138,14.18,-6.17,4.42
-0.487861379,-0.036128621,10.87,-15.19,0.37
-0.433653448,-0.433653448,10.72,-12.06,2.62
-0.451722759,-0.469792069,11.18,-11.59,2.66
-0.415584138,-0.397514828,10.76,-11.69,2.86
-0.397514828,0.00001,15.83,-16.57,-0.22
-0.487861379,-0.289098966,10.63,-14,1.86
-0.50593069,-0.271029655,10.06,-13.92,1.93
-0.180683103,-0.397514828,14.76,-7.18,4.32
-0.271029655,-0.433653448,12.36,-8.52,3.97
-0.361376207,-0.469792069,11.13,-9.87,3.5
-0.252960345,-0.216821724,20.95,-11.55,3.63
-0.451722759,-0.50593069,12.37,-11.04,2.87
-0.289098966,-0.072267241,24.26,-15.21,1.3
-0.01805931,-0.415584138,15.77,-1.95,4.45
0.00001,-0.234891034,23.89,0.28,4.59
-0.126475172,-0.072267241,32.85,-7.28,2.2
-0.415584138,-0.054197931,15.88,-15.69,0.46
-0.144544483,-0.469792069,13.21,-5.96,4.25
-0.289098966,-0.361376207,13.37,-9.77,3.98
-0.108405862,-0.289098966,21.25,-5.38,4.84
-0.180683103,0.00001,30.99,-11.57,0.25
-0.433653448,-0.415584138,11.99,-11.8,2.7
-0.50593069,-0.054197931,10.35,-15.23,0.46
-0.50593069,-0.379445517,10.51,-13.05,1.96
-0.108405862,-0.090336552,31.99,-7.2,2.26
-0.252960345,-0.090336552,26.68,-13.36,1.66
-0.216821724,-0.054197931,28.85,-12.95,1.13
-0.397514828,-0.162613793,15.59,-14.81,1.68
-0.198752414,-0.50593069,12.34,-7.17,3.97
